Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
24-October-2018,124.85,127.45,121.70,126.60,124.841819826962088739,1758343,9319,219514740.00,314583,17.89,5.75,1.75
23-October-2018,120.90,124.75,120.20,122.20,121.946293314468889947,1351396,5078,164797733.00,380348,28.14,4.55,1.30
22-October-2018,120.90,123.90,119.20,121.55,121.616964052617777043,1712197,6595,208232201.00,435050,25.41,4.70,0.65
19-October-2018,119.50,126.60,117.30,118.85,121.406273522151720623,3233654,14206,392585882.00,536880,16.60,9.30,-0.65
17-October-2018,133.05,134.00,119.45,120.90,125.502644244618015039,2048222,11754,257057277.00,593974,29.00,14.55,-12.15
16-October-2018,131.70,133.20,129.50,131.45,131.307031273848006425,950027,4709,124745225.00,190431,20.04,3.70,-0.25
15-October-2018,133.50,135.00,128.75,130.75,130.722440241780382818,873520,11936,114188666.00,164043,18.78,6.25,-2.75
12-October-2018,132.00,136.30,130.85,133.20,134.001230344308088258,1274440,6504,170776528.00,176370,13.84,5.45,1.20
11-October-2018,129.20,132.70,122.10,128.10,128.391146982791835922,2089299,11126,268247495.00,225083,10.77,10.60,-1.10
10-October-2018,125.50,135.65,125.45,134.10,131.999128053527396438,2332712,16977,307915950.00,356011,15.26,10.20,8.60
9-October-2018,120.00,126.60,119.30,123.95,122.089311911279987633,2005410,8912,244839127.00,375736,18.74,7.30,3.95
8-October-2018,118.00,123.95,115.00,118.85,119.726115961725287977,3233153,12612,387092851.00,1036434,32.06,8.95,0.85
5-October-2018,125.35,128.00,115.65,119.85,122.752137038747974257,1729613,9841,212313692.00,381415,22.05,12.35,-5.50
4-October-2018,126.25,129.40,123.70,126.20,126.257332725935871615,1501488,8657,189573870.00,260112,17.32,5.70,-0.05
3-October-2018,130.00,133.15,127.80,128.45,130.514762316282188098,1625795,9764,212190248.00,334564,20.58,5.35,-1.55
1-October-2018,130.00,131.50,123.50,131.05,127.633548886938689525,2003214,10363,255677312.00,467584,23.34,8.00,1.05
28-September-2018,126.25,130.90,121.25,129.50,126.292439639138056159,2988733,11008,377454382.00,1297279,43.41,9.65,3.25
27-September-2018,132.60,133.15,124.15,125.35,127.407574646712956973,1391220,9113,177251966.00,396139,28.47,9.00,-7.25
26-September-2018,133.90,136.75,129.40,132.15,132.472987410406559306,1607121,8531,212900120.00,343619,21.38,7.35,-1.75
25-September-2018,130.40,134.25,120.80,132.40,127.194351516813687606,3223237,18965,409977540.00,616202,19.12,13.45,2.00
24-September-2018,143.15,145.00,127.90,130.05,132.525142089583262458,2674897,15655,354491105.00,633334,23.68,17.10,-13.10
21-September-2018,147.90,151.25,122.00,140.10,139.334129433195744322,3148265,17993,438660763.00,620845,19.72,29.25,-7.80
19-September-2018,152.00,152.30,144.60,146.10,147.565501370358144066,1372269,6339,202499563.00,412706,30.07,7.70,-5.90
18-September-2018,155.20,157.20,150.20,150.70,152.863580548308580256,1097776,6519,167809970.00,354965,32.33,7.00,-4.50
17-September-2018,160.00,160.00,155.25,156.05,156.825118680870863656,986469,4449,154703118.00,429015,43.49,4.75,-3.95
14-September-2018,157.50,162.45,156.85,161.05,159.748437216940403676,850086,4311,135799910.00,193658,22.78,5.60,3.55
12-September-2018,157.20,157.60,151.75,155.85,154.966297094720626129,1225562,7327,189920805.00,320258,26.13,5.85,-1.35
11-September-2018,163.00,163.30,156.15,156.95,159.640093810581358210,1077064,6894,171942598.00,285418,26.50,7.15,-6.05
10-September-2018,168.00,168.00,160.25,161.35,162.769903891628025810,735836,9104,119771955.00,271208,36.86,7.75,-6.65
7-September-2018,165.10,169.35,160.10,167.95,164.769458467978426118,869570,7334,143278578.00,181609,20.88,9.25,2.85
6-September-2018,168.00,169.20,162.95,164.45,164.725079018360444516,1986880,6667,327288965.00,1413048,71.12,6.25,-3.55
5-September-2018,168.85,171.40,162.50,165.45,166.297266508686236895,930495,5859,154738775.00,209641,22.53,8.90,-3.40
4-September-2018,180.20,180.25,167.50,169.15,172.761410939896297378,1246063,10679,215271602.00,410346,32.93,12.75,-11.05
3-September-2018,186.30,186.30,179.15,180.10,182.191245647260064756,425594,2608,77539501.00,93623,22.00,7.15,-6.20
31-August-2018,184.00,186.35,180.50,181.85,182.651813363117139260,535414,2787,97794338.00,129331,24.16,5.85,-2.15
30-August-2018,186.00,186.95,182.90,183.85,184.312537855844942459,350012,1963,64511600.00,91466,26.13,4.05,-2.15
29-August-2018,184.50,189.20,183.30,185.45,187.017088820712361568,855296,5629,159954968.00,187157,21.88,5.90,0.95
28-August-2018,181.25,184.40,180.60,183.90,182.900038532861305782,415230,2578,75945583.00,111787,26.92,3.80,2.65
27-August-2018,181.25,183.60,180.40,180.90,181.589740739642924188,404844,2362,73515517.00,122402,30.23,3.20,-0.35
24-August-2018,184.90,186.15,179.20,180.65,181.618400973804091070,621891,4006,112946849.00,152822,24.57,6.95,-4.25
23-August-2018,186.50,188.00,183.00,184.40,184.805785884650477821,499768,2453,92360018.00,124624,24.94,5.00,-2.10
21-August-2018,188.15,188.80,185.20,186.30,186.685396859309902788,533577,2771,99611034.00,153402,28.75,3.60,-1.85
20-August-2018,184.55,189.55,184.05,186.30,187.303858311830111598,1222685,8645,229013618.00,347411,28.41,5.50,1.75
17-August-2018,177.90,182.70,176.90,181.65,180.273365607088394594,608544,3548,109704275.00,146313,24.04,5.80,3.75
16-August-2018,178.80,178.80,174.95,176.25,176.321314391246912498,308097,2714,54324068.00,72008,23.37,3.85,-2.55
14-August-2018,174.50,180.55,174.35,179.05,177.504459310275779028,379543,3209,67370575.00,97306,25.64,6.20,4.55
13-August-2018,176.50,177.40,173.30,174.55,175.040699668125519462,344106,2674,60232555.00,95512,27.76,4.10,-1.95
10-August-2018,181.10,182.00,176.90,177.30,179.244635888477198123,425886,2745,76337781.00,166160,39.02,5.10,-3.80
9-August-2018,175.70,182.50,175.50,180.75,180.272489212044331069,649567,4533,117099060.00,180012,27.71,7.00,5.05
8-August-2018,177.90,179.20,174.20,174.80,176.383350736326648183,277730,2055,48986948.00,67271,24.22,5.00,-3.10
7-August-2018,181.70,181.70,175.15,176.40,177.083637952751857278,389010,2471,68887306.00,114365,29.40,6.55,-5.30
6-August-2018,183.40,183.55,179.10,179.90,180.884065711240185530,451247,2876,81623392.00,141659,31.39,4.45,-3.50
3-August-2018,176.75,183.60,175.85,181.00,181.204429279277139341,841988,6311,152571955.00,196279,23.31,7.75,4.25
2-August-2018,177.65,177.65,172.65,175.25,174.855581000221614833,379036,2783,66276560.00,78379,20.68,5.00,-2.40
1-August-2018,177.80,178.60,174.80,176.15,176.411422306295114674,425028,2769,74979794.00,117602,27.67,3.80,-1.65
31-July-2018,177.00,178.00,173.80,175.80,175.547134776349483393,313972,2301,55116885.00,60352,19.22,4.20,-1.20
30-July-2018,177.10,180.10,175.40,178.35,177.926961183171397118,543218,3435,96653128.00,143889,26.49,4.70,1.25
27-July-2018,180.00,180.45,174.90,177.45,177.189269860060034667,591325,3856,104776445.00,104295,17.64,5.55,-2.55
26-July-2018,184.05,185.45,176.70,178.25,179.969995471768474185,600676,3630,108103657.00,119238,19.85,8.75,-5.80
25-July-2018,178.35,185.25,177.15,184.05,182.595533378464713551,1155146,7052,210924500.00,206545,17.88,8.10,5.70
24-July-2018,173.50,184.90,171.85,178.80,179.963808833180739096,1974736,15144,355381012.00,339396,17.19,13.05,5.30
23-July-2018,158.00,172.00,156.70,170.75,166.029183824459072048,1653039,11735,274452716.00,347228,21.01,15.30,12.75
20-July-2018,152.50,156.40,151.00,155.30,154.122887826724727441,564466,3239,86997130.00,188332,33.36,5.40,2.80
19-July-2018,153.00,153.00,148.40,151.00,150.627550439678143341,342637,2197,51610572.00,59294,17.31,4.60,-2.00
18-July-2018,148.05,153.10,145.80,151.35,150.422810154353778514,694638,4112,104489400.00,145420,20.93,7.30,3.30
17-July-2018,141.95,148.05,141.75,147.10,145.659818248376072486,374247,2338,54512750.00,94766,25.32,6.30,5.15
16-July-2018,147.95,148.00,140.60,141.60,143.124733425964988330,516742,3332,73958561.00,164757,31.88,7.40,-6.35
13-July-2018,156.25,156.25,146.55,147.60,148.927098995258051100,406373,2221,60519952.00,122165,30.06,9.70,-8.65
12-July-2018,155.05,158.75,152.30,153.05,155.916284573943529317,451243,2585,70356132.00,112968,25.03,6.45,-2.00
11-July-2018,156.00,156.00,152.30,154.00,153.663595548222879294,247901,1311,38093359.00,93655,37.78,3.70,-2.00
10-July-2018,151.00,155.65,150.85,155.35,153.705817398657897778,328738,2249,50528943.00,95020,28.90,4.80,4.35
9-July-2018,150.45,151.95,148.95,150.50,150.268559526419644814,273660,1453,41122494.00,90780,33.17,3.00,0.05
6-July-2018,145.00,151.95,145.00,150.05,149.268215639293125623,380209,2004,56753119.00,82228,21.63,6.95,5.05
5-July-2018,146.20,149.40,145.70,146.40,147.514016722346747448,327466,3024,48305825.00,100797,30.78,3.70,0.20
4-July-2018,147.10,148.50,146.50,147.10,147.344179198761054733,196296,1325,28923073.00,76245,38.84,2.00,0.00
3-July-2018,146.55,148.75,145.00,147.65,147.284299258577352990,221601,1300,32638348.00,75853,34.23,3.75,1.10
2-July-2018,150.25,152.40,144.70,146.85,147.129282253231328417,412137,2851,60637421.00,137992,33.48,7.70,-3.40
29-June-2018,149.20,152.95,149.20,151.45,150.235652689564324154,5605406,3120,842131829.00,4913671,87.66,3.75,2.25
28-June-2018,152.00,154.90,147.75,148.75,151.007312374994966240,297988,2017,44998367.00,108980,36.57,7.15,-3.25
27-June-2018,155.90,156.40,150.70,152.35,152.772941146762735261,237608,2041,36300073.00,91825,38.65,5.70,-3.55
26-June-2018,155.60,157.90,155.05,155.75,156.354948913798234302,252025,1552,39405356.00,117996,46.82,2.85,0.15
25-June-2018,161.70,161.70,156.30,156.80,157.829865353268237598,313487,2231,49477611.00,164936,52.61,5.40,-4.90
22-June-2018,161.05,161.95,159.00,161.70,160.335396929935660367,296085,1490,47472906.00,70448,23.79,2.95,0.65
21-June-2018,163.80,166.50,160.70,161.05,162.394154514195263076,373998,1803,60735089.00,66727,17.84,5.80,-2.75
20-June-2018,162.60,164.30,161.55,163.40,163.018970849971713033,242161,1334,39476837.00,60425,24.95,2.75,0.80
19-June-2018,163.50,164.25,160.60,162.55,162.015001490055083971,208046,1282,33706573.00,88141,42.37,3.65,-0.95
18-June-2018,164.25,166.10,163.60,164.25,164.721604666519920757,127204,993,20953247.00,53775,42.27,2.50,0.00
15-June-2018,167.60,168.90,165.00,165.30,166.788177636387085679,116305,1055,19398299.00,48757,41.92,3.90,-2.30
14-June-2018,165.00,168.10,164.55,167.70,166.607682442805257048,213656,1502,35596731.00,95755,44.82,3.55,2.70
13-June-2018,167.50,169.30,165.20,165.80,167.064787920208449019,187288,1230,31289230.00,66738,35.63,4.10,-1.70
12-June-2018,167.85,169.50,166.90,167.50,167.779867305716752767,1758026,2119,294961369.00,1483123,84.36,2.60,-0.35
11-June-2018,169.00,170.30,167.35,167.75,168.963930488838654987,141560,1088,23918534.00,58614,41.41,2.95,-1.25
8-June-2018,166.00,169.15,165.80,168.30,167.373471982266844867,122708,900,20538064.00,28234,23.01,3.35,2.30
7-June-2018,168.10,170.00,167.20,167.50,168.426964702283070098,261490,1647,44041967.00,62961,24.08,2.80,-0.60
6-June-2018,164.00,167.65,163.60,167.15,165.782926087978759397,174383,1205,28909724.00,54525,31.27,4.05,3.15
5-June-2018,165.40,165.85,161.70,163.95,163.585254508848012582,306453,1993,50131192.00,135790,44.31,4.15,-1.45
4-June-2018,163.15,166.35,162.65,164.85,164.783470928262374949,203617,1844,33552716.00,77554,38.09,3.70,1.70
1-June-2018,169.05,171.05,163.50,164.15,166.431944157113405003,280358,1803,46660527.00,118971,42.44,7.55,-4.90
31-May-2018,171.15,174.50,169.40,170.35,171.754791649286727287,191792,1152,32941195.00,81409,42.45,5.10,-0.80
